Tipo	CNPJ Declarante	CNPJ Sucedida	CNPJ Detentor Crédito	Ano Período	Mês Período	Período Apuração	CFOP	Vlr Base Cálculo	Vlr IPI	Vlr Isentas/Não Tributadas	Vlr Outros
R12	04742371000108		04742371000108	2024	03	0	5910	4388,53	159,44	0	10801,48
R12	04742371000108		04742371000108	2024	03	0	6101	303473,92	10566,1	0	212538,71
R12	04742371000108		04742371000108	2024	03	0	6151	341233,77	12339,49	0	504268,77
R12	04742371000108		04742371000108	2024	03	0	6201	74599,36	2424,48	0	0
R12	04742371000108		04742371000108	2024	03	0	6910	1096,08	37,76	0	1866,65
R12	04742371000108		04742371000108	2024	04	0	5101	2089328,74	76081,39	0	2385564,31
R12	04742371000108		04742371000108	2024	04	0	5910	6850,25	245,07	0	8152,62
R12	04742371000108		04742371000108	2024	04	0	6101	232542,91	8230,38	0	276490,11
R12	04742371000108		04742371000108	2024	04	0	6151	268993,76	9753,78	0	357886,45
R12	04742371000108		04742371000108	2024	04	0	6910	2334,87	80,84	0	3590,76
R12	04742371000108		04742371000108	2024	05	0	5101	1971918,06	71779,61	0	2259573,97
R12	04742371000108		04742371000108	2024	05	0	5910	9870,41	350,43	0	11009,6
R12	04742371000108		04742371000108	2024	05	0	6101	320102,93	11312,32	0	239787,4
R12	04742371000108		04742371000108	2024	05	0	6151	403727,51	14532,34	0	550728,06
R12	04742371000108		04742371000108	2024	05	0	6910	2048,33	74,45	0	1566,2
R12	04742371000108		04742371000108	2024	06	0	5101	1583902,49	57628,02	0	1995218,9
R12	04742371000108		04742371000108	2024	06	0	5910	6676,41	235,55	0	8916,65
R12	04742371000108		04742371000108	2024	06	0	6101	215209,52	7706,25	0	247598,37
R12	04742371000108		04742371000108	2024	06	0	6151	311571,2	11251,42	0	411082,66
R12	04742371000108		04742371000108	2024	06	0	6910	2655,43	89,63	0	2146,23
R12	04742371000108		04742371000108	2024	07	0	5101	1720394,81	62449,46	0	2277885,12
R12	04742371000108		04742371000108	2024	07	0	5910	8036,5	291,36	0	12387,4
R12	04742371000108		04742371000108	2024	07	0	6101	212819,49	7504,09	0	199956,57
R12	04742371000108		04742371000108	2024	07	0	6151	359845,91	12950,04	0	515685,22
R12	04742371000108		04742371000108	2024	07	0	6910	1338,48	47,39	0	2678,43
R12	04742371000108		04742371000108	2024	08	0	5101	1636140,83	59431,44	0	2124313,05
R12	04742371000108		04742371000108	2024	08	0	5910	6775,31	238,98	0	16449,69
R12	04742371000108		04742371000108	2024	08	0	6101	296795,06	10616,3	0	296400,01
R12	04742371000108		04742371000108	2024	08	0	6151	329624,22	11876,33	0	416883,88
R12	04742371000108		04742371000108	2024	08	0	6201	9039,03	293,76	0	0
R12	04742371000108		04742371000108	2024	08	0	6910	2832,52	97,05	0	4109,78
R12	04742371000108		04742371000108	2024	09	0	5101	1482004,61	53863,27	0	2138488,91
R12	04742371000108		04742371000108	2024	09	0	5910	7647,17	262,65	0	17610,15
R12	04742371000108		04742371000108	2024	09	0	6101	131036,06	4609,42	0	225425,59
R12	04742371000108		04742371000108	2024	09	0	6151	334837,18	12133,97	0	502245,56
R12	04742371000108		04742371000108	2024	09	0	6556	683,28	66,62	0	0
R12	04742371000108		04742371000108	2024	09	0	6910	962,59	34,39	0	3068,97
R12	04742371000108		04742371000108	2024	10	0	5101	1804518,31	65823,08	0	2732948,78
R12	04742371000108		04742371000108	2024	10	0	5910	5200,73	185,63	0	15308,77
R12	04742371000108		04742371000108	2024	10	0	5949	123,37	4,3	0	324
R12	04742371000108		04742371000108	2024	10	0	6101	310511,48	10939,33	0	228674,26
R12	04742371000108		04742371000108	2024	10	0	6151	289879,86	10494,32	0	520610,62
R12	04742371000108		04742371000108	2024	10	0	6201	7739,55	251,54	0	0
R12	04742371000108		04742371000108	2024	10	0	6910	2754,96	94,42	0	1849,19
R12	04742371000108		04742371000108	2024	11	0	5101	1745960,26	63545,92	0	2163694,85
R12	04742371000108		04742371000108	2024	11	0	5910	5260,64	183,31	0	12872,59
R12	04742371000108		04742371000108	2024	11	0	6101	223200,32	7697,62	0	193474,93
R12	04742371000108		04742371000108	2024	11	0	6151	405357,6	14618,07	0	542613,92
R12	04742371000108		04742371000108	2024	11	0	6910	1141,36	40,62	0	2045,15
R12	04742371000108		04742371000108	2024	12	0	5101	1526949,77	55309,26	0	1942225,3
R12	04742371000108		04742371000108	2024	12	0	5910	7106,52	253,53	0	7985,43
R12	04742371000108		04742371000108	2024	12	0	6101	319226,13	11322,3	0	232803,5
R12	04742371000108		04742371000108	2024	12	0	6151	222788,7	8044,21	0	283446,23
R12	04742371000108		04742371000108	2024	12	0	6910	1519,39	52,66	0	1381,84
R12	04742371000108		04742371000108	2025	01	0	5101	1776290,26	64936,41	0	2261077,16
R12	04742371000108		04742371000108	2025	01	0	5910	5377,68	187,8	0	9069,03
R12	04742371000108		04742371000108	2025	01	0	6101	234104,96	8239,51	0	264770,63
R12	04742371000108		04742371000108	2025	01	0	6151	339461,98	12280,54	0	465987,24
R12	04742371000108		04742371000108	2025	01	0	6201	8714,35	1307,15	0	0
R12	04742371000108		04742371000108	2025	01	0	6910	1426,27	49,28	0	1608,3
R12	04742371000108		04742371000108	2025	02	0	5101	1670643,95	60744,88	0	1977426,2
R12	04742371000108		04742371000108	2025	02	0	5910	5063,43	174,91	0	9500,27
R12	04742371000108		04742371000108	2025	02	0	6101	247900,53	8747,32	0	237603,92
R12	04742371000108		04742371000108	2025	02	0	6151	459727,27	16653,87	0	536798,44
R12	04742371000108		04742371000108	2025	02	0	6910	410,38	13,91	0	1000,65
R12	04742371000108		04742371000108	2025	03	0	5101	1891997,5	68932,73	0	2270534,15
R12	04742371000108		04742371000108	2025	03	0	5910	8593,66	317,73	0	9351,52
