Tipo	CNPJ Declarante	CNPJ Sucedida	CNPJ Detentor Crédito	Ano Período	Mês Período	Período Apuração	CFOP	Vlr Base Cálculo	Vlr IPI	Vlr Isentas/Não Tributadas	Vlr Outros
R11	04742371000108	04742371000108	04742371000108	2026	01	0	1201	9643,24	336,89	0	12906,07
R11	04742371000108	04742371000108	04742371000108	2026	01	0	2101	913083,68	85740,17	0	8105
R11	04742371000108	04742371000108	04742371000108	2026	01	0	2201	1101,18	39,09	0	444,58
R11	04742371000108	04742371000108	04742371000108	2026	01	0	2407	1858,25	159,28	0	0
R11	04742371000108	04742371000108	04742371000108	2026	01	0	2556	3119,29	113,22	0	0
R11	04742371000108	04742371000108	04742371000108	2026	01	0	2910	3620	543	0	0
R11	04742371000108	04742371000108	04742371000108	2026	01	0	3101	114815,85	4811,78	0	0
R11	04742371000108	04742371000108	04742371000108	2026	02	0	1201	2656,31	98,26	0	6656,46
R11	04742371000108	04742371000108	04742371000108	2026	02	0	1556	403,2	11,09	0	0
R11	04742371000108	04742371000108	04742371000108	2026	02	0	2101	1188147	77986,31	0	3352,5
R11	04742371000108	04742371000108	04742371000108	2026	02	0	2201	1154,68	38,12	0	1254,8
R11	04742371000108	04742371000108	04742371000108	2026	02	0	2407	9605,8	312,2	0	0
R11	04742371000108	04742371000108	04742371000108	2026	02	0	2556	13833,55	676,58	0	0
R11	04742371000108	04742371000108	04742371000108	2026	02	0	2910	1064,06	53,2	3	0
R11	04742371000108	04742371000108	04742371000108	2026	02	0	3101	206029,33	8784,14	0	0
R11	04742371000108	04742371000108	04742371000108	2026	03	0	1201	8835,44	322,87	0	13373,23
R11	04742371000108	04742371000108	04742371000108	2026	03	0	2101	2364679,68	135258,12	0	3352,5
R11	04742371000108	04742371000108	04742371000108	2026	03	0	2201	68,42	2,84	0	125
R11	04742371000108	04742371000108	04742371000108	2026	03	0	2407	5581,36	544,18	0	0
R11	04742371000108	04742371000108	04742371000108	2026	03	0	2556	12251,59	923,61	0	0
R11	04742371000108	04742371000108	04742371000108	2026	03	0	2910	53,62	8,04	0	0
R11	04742371000108	04742371000108	04742371000108	2026	03	0	3101	1188689,88	44846,78	0	0
